34.15   0.160	68.3    0.160	102.45  0.160	136.60  0.160	170.75  0.160
204.9	0.175	239.05  0.190	273.20  0.210	307.35  0.240	341.5   0.350
358.58  0.540   375.65  0.525	392.73  0.500   409.80  0.480	443.95  0.480
546.40	0.480	580.55  0.480	614.70  0.480	683.00  0.480	717.15  0.480
751.30  0.480	785.45  0.480	819.6   0.480	853.75  0.480	887.90  0.480
922.05	0.480	956.20  0.480	990.35  0.480	1024.50 0.480	1058.65 0.480
1092.80 0.480	1126.95 0.480	1161.10 0.480	1195.25 0.480	1229.40 0.480
1263.55	0.480	1297.70 0.480	1331.85 0.480	1366.00 0.480
