34.15   0.157	68.3    0.157	102.45  0.157	136.60  0.157	170.75  0.157
204.9	0.158	239.05  0.158	273.20  0.160	307.35  0.190	341.5   0.325
375.65  0.378	409.80  0.385	443.95  0.381	478.10  0.371	512.25  0.361
546.40	0.351	580.55  0.342	614.70  0.332	683.00  0.316	717.15  0.309
751.30  0.303	785.45  0.297	819.6   0.292	853.75  0.287	887.90  0.283
922.05	0.279	956.20  0.277	990.35  0.273	1024.50 0.270	1058.65 0.267
1092.80 0.265	1126.95 0.263	1161.10 0.263	1195.25 0.261	1229.40 0.260
1263.55	0.260	1297.70 0.260	1331.85 0.260	1366.00 0.260
