0.3	0.00112
0.5	0.00111
0.7	0.001
0.8	0.00096
0.85	0.00093
0.9	0.00092
0.95	0.00091
1	0.00087
1.05	0.00086
1.1	0.00086
1.15	0.00086
1.2	0.00086
1.3	0.00086
1.4	0.00082
1.6	0.00082
1.8	0.00079
2.2	0.00079
2.4	0.00075
2.8	0.00073
